,date,burn_type,burn_number,length,power,factor_before,factor_after,dead_before,dead_after,dir,result
40,15-03-2022 15.46.47,pixel-burn4,0,50.0000,7.0000,0.1572235704776646,0.2861036576754696,0.0188,0.11488125,1,FAILED
41,15-03-2022 15.47.51,pixel-burn4,1,50.0000,6.7500,0.2861036576754696,0.20807788689911474,0.11488125,0.044775,1,FAILED
42,15-03-2022 15.48.54,pixel-burn4,2,50.0000,6.5000,0.20807788689911474,0.7161286050130791,0.044775,0.056225,1,FAILED
43,15-03-2022 15.49.59,pixel-burn4,3,50.0000,6.2500,0.7161286050130791,0.6235639520040848,0.056225,0.06971875,1,FAILED
44,15-03-2022 15.51.02,pixel-burn4,4,50.0000,5.5000,0.6235639520040848,0.5769157018454478,0.06971875,0.054775,1,FAILED
45,15-03-2022 15.52.05,pixel-burn4,5,50.0000,5.2500,0.5769157018454478,0.5183140629023845,0.054775,0.0535,1,FAILED
46,15-03-2022 15.53.09,shining-moon3,6,40.0000,5.5000,0.5183140629023845,0.6262112114102412,0.0535,0.05699375,1,FAILED
47,15-03-2022 15.54.12,pixel-burn4,7,50.0000,5.2500,0.6262112114102412,0.3761857787627361,0.05699375,0.07498125,1,FAILED
48,15-03-2022 15.55.15,pixel-burn4,8,50.0000,5.2500,0.3761857787627361,0.30598093036694596,0.07498125,0.113125,1,FAILED
49,15-03-2022 15.56.19,pixel-burn4,9,50.0000,5.2500,0.30598093036694596,0.3350600271577087,0.113125,0.1300875,1,FAILED
50,15-03-2022 15.57.22,shining-moon3,10,40.0000,5.5000,0.3350600271577087,0.2564632814163913,0.1300875,0.0903,1,FAILED
51,15-03-2022 15.58.26,pixel-burn4,11,50.0000,5.2500,0.2564632814163913,0.3763565750789445,0.0903,0.1390375,1,FAILED
52,15-03-2022 15.59.29,pixel-burn4,12,50.0000,5.2500,0.3763565750789445,0.32901962835389315,0.1390375,0.163525,1,FAILED
53,15-03-2022 16.00.32,pixel-burn4,13,50.0000,5.2500,0.32901962835389315,0.350226947061696,0.163525,0.2192625,1,FAILED
54,15-03-2022 16.01.36,pixel-burn4,14,50.0000,5.2500,0.350226947061696,0.38644607329842934,0.2192625,0.2539125,1,FAILED
55,15-03-2022 16.02.39,shining-moon3,15,40.0000,5.5000,0.38644607329842934,0.2765189782075336,0.2539125,0.1771875,1,FAILED
56,15-03-2022 16.03.42,pixel-burn4,16,50.0000,5.2500,0.2765189782075336,0.2571016367344908,0.1771875,0.24621875,1,FAILED
57,15-03-2022 16.04.46,pixel-burn4,17,50.0000,5.2500,0.2571016367344908,0.3911337209302326,0.24621875,0.26900625,1,FAILED
58,15-03-2022 16.05.49,shining-moon3,18,40.0000,5.5000,0.3911337209302326,0.34924151334969444,0.26900625,0.24109375,1,FAILED
59,15-03-2022 16.06.52,shining-moon3,19,40.0000,5.5000,0.34924151334969444,0.4900600411195662,0.24109375,0.2369875,1,FAILED
60,15-03-2022 16.07.56,shining-moon3,20,40.0000,5.5000,0.4900600411195662,0.5100029168024982,0.2369875,0.27146875,1,FAILED
61,15-03-2022 16.08.59,shining-moon3,21,40.0000,5.5000,0.5100029168024982,0.1572235704776646,0.27146875,0.0188,1,FAILED
62,15-03-2022 15.46.47,pixel-burn4,22,50.0000,7.0000,0.1572235704776646,0.3846056198826698,0.0188,0.3107125,1,FAILED
63,15-03-2022 16.11.06,shining-moon3,23,40.0000,5.5000,0.3846056198826698,0.15524193548387097,0.3107125,0.30870625,1,FAILED
64,15-03-2022 16.12.09,shining-moon3,24,40.0000,5.5000,0.15524193548387097,0.18439489864803227,0.30870625,0.31489375,1,FAILED
65,15-03-2022 16.13.12,shining-moon3,25,40.0000,5.5000,0.18439489864803227,0.1859454557477399,0.31489375,0.3383875,1,FAILED
66,15-03-2022 16.14.15,shining-moon3,26,40.0000,5.5000,0.1859454557477399,0.2544819143895119,0.3383875,0.36690625,1,FAILED
67,15-03-2022 16.15.19,shining-moon3,27,40.0000,5.5000,0.2544819143895119,0.25259670305099907,0.36690625,0.38504375,1,FAILED
68,15-03-2022 16.16.22,none,28,-,-,0.25259670305099907,-,0.38504375,-,1,FAILED
69,15-03-2022 16.58.41,pixel-burn4,0,50.0000,6.5000,0.4169481117592877,0.5227351776541096,0.0432625,0.06560625,1,SUCCESS
70,15-03-2022 16.59.46,pixel-burn4,1,50.0000,6.3000,0.5227351776541096,0.756924707674981,0.06560625,0.0566,1,SUCCESS
71,15-03-2022 17.00.49,shining-moon3,2,40.0000,6.2500,0.756924707674981,0.7611454354346656,0.0566,0.02483125,1,SUCCESS
72,15-03-2022 17.01.54,shining-moon3,3,40.0000,6.0000,0.7611454354346656,0.9568668592121645,0.02483125,0.0110625,1,SUCCESS
73,15-03-2022 17.02.58,none,4,-,-,0.9568668592121645,-,0.0110625,-,1,SUCCESS
74,15-03-2022 16.23.13,pixel-burn4,0,50.0000,6.5000,0.23501774766053565,0.2724840772704268,0.03156875,0.049125,1,FAILED
75,15-03-2022 16.24.16,pixel-burn4,1,50.0000,6.3000,0.2724840772704268,0.24348783726881093,0.049125,0.035225,1,FAILED
76,15-03-2022 16.25.20,pixel-burn4,2,50.0000,6.1000,0.24348783726881093,0.5778442712037248,0.035225,0.06841875,1,FAILED
77,15-03-2022 16.26.23,shining-moon3,3,40.0000,6.0000,0.5778442712037248,0.6574022247527874,0.06841875,0.02855,1,FAILED
78,15-03-2022 16.27.29,pixel-burn4,4,50.0000,5.7000,0.6574022247527874,0.6104261971367451,0.02855,0.050475,1,FAILED
79,15-03-2022 16.28.33,pixel-burn4,5,50.0000,5.2500,0.6104261971367451,0.6201729882542995,0.050475,0.071475,1,FAILED
80,15-03-2022 16.29.37,pixel-burn4,6,50.0000,5.2500,0.6201729882542995,0.5136272989142477,0.071475,0.0692,1,FAILED
81,15-03-2022 16.30.40,shining-moon3,7,40.0000,5.5000,0.5136272989142477,0.6694478869132432,0.0692,0.056925,1,FAILED
82,15-03-2022 16.31.44,pixel-burn4,8,50.0000,5.2500,0.6694478869132432,0.6203400042449181,0.056925,0.08715,1,FAILED
83,15-03-2022 16.32.47,pixel-burn4,9,50.0000,5.2500,0.6203400042449181,0.6737822194574419,0.08715,0.07568125,1,FAILED
84,15-03-2022 16.33.51,pixel-burn4,10,50.0000,5.2500,0.6737822194574419,0.6629659344710194,0.07568125,0.1353125,1,FAILED
85,15-03-2022 16.34.54,pixel-burn4,11,50.0000,5.2500,0.6629659344710194,0.6882926012965375,0.1353125,0.1409875,1,FAILED
86,15-03-2022 16.35.58,pixel-burn4,12,50.0000,5.2500,0.6882926012965375,0.6447433151437632,0.1409875,0.1742125,1,FAILED
87,15-03-2022 16.37.02,shining-moon3,13,40.0000,5.5000,0.6447433151437632,0.48424194901847495,0.1742125,0.09134375,1,FAILED
88,15-03-2022 16.38.06,pixel-burn4,14,50.0000,5.2500,0.48424194901847495,0.638061799887526,0.09134375,0.17759375,1,FAILED
89,15-03-2022 16.39.10,pixel-burn4,15,50.0000,5.2500,0.638061799887526,0.6421402255669405,0.17759375,0.2247375,1,FAILED
90,15-03-2022 16.40.14,pixel-burn4,16,50.0000,5.2500,0.6421402255669405,0.7306937531057601,0.2247375,0.2579375,1,FAILED
91,15-03-2022 16.41.18,pixel-burn4,17,50.0000,5.2500,0.7306937531057601,0.766817577460996,0.2579375,0.25729375,1,FAILED
92,15-03-2022 16.42.22,shining-moon3,18,40.0000,5.5000,0.766817577460996,0.6226619484364845,0.25729375,0.2211125,1,FAILED
93,15-03-2022 16.43.26,shining-moon3,19,40.0000,5.5000,0.6226619484364845,0.5924346640949413,0.2211125,0.2158375,1,FAILED
94,15-03-2022 16.44.30,shining-moon3,20,40.0000,5.5000,0.5924346640949413,0.6108046761533639,0.2158375,0.2125,1,FAILED
95,15-03-2022 16.45.34,shining-moon3,21,40.0000,5.5000,0.6108046761533639,0.23501774766053565,0.2125,0.03156875,1,FAILED
96,15-03-2022 16.23.13,pixel-burn4,22,50.0000,6.5000,0.23501774766053565,0.6068135620782178,0.03156875,0.23131875,1,FAILED
97,15-03-2022 16.47.42,shining-moon3,23,40.0000,5.5000,0.6068135620782178,0.573184027044158,0.23131875,0.260475,1,FAILED
98,15-03-2022 16.48.46,shining-moon3,24,40.0000,5.5000,0.573184027044158,0.6025652397594422,0.260475,0.29539375,1,FAILED
99,15-03-2022 16.49.52,shining-moon3,25,40.0000,5.5000,0.6025652397594422,0.7516658272963236,0.29539375,0.35468125,1,FAILED
100,15-03-2022 16.50.56,shining-moon3,26,40.0000,5.5000,0.7516658272963236,0.7243166776132977,0.35468125,0.381475,1,FAILED
101,15-03-2022 16.52.00,shining-moon3,27,40.0000,5.5000,0.7243166776132977,0.7458767061054378,0.381475,0.36716875,1,FAILED
102,15-03-2022 16.53.04,shining-moon3,28,40.0000,5.5000,0.7458767061054378,0.7042607646601198,0.36716875,0.445675,1,FAILED
103,15-03-2022 16.54.08,none,29,-,-,0.7042607646601198,-,0.445675,-,1,FAILED
104,15-03-2022 15.19.45,pixel-burn4,0,50.0000,7.0000,0.4199004466482214,0.9146768237273061,0.0218875,0.0302375,1,SUCCESS
105,15-03-2022 15.20.49,none,1,-,-,0.9146768237273061,-,0.0302375,-,1,SUCCESS
106,15-03-2022 16.17.42,pixel-burn4,0,50.0000,6.5000,0.7197498610694142,0.678660461483386,0.02155,0.0397875,1,SUCCESS
107,15-03-2022 16.18.46,pixel-burn4,1,50.0000,6.3000,0.678660461483386,0.6575188604521315,0.0397875,0.03734375,1,SUCCESS
108,15-03-2022 16.19.49,pixel-burn4,2,50.0000,6.1000,0.6575188604521315,0.7457956141088773,0.03734375,0.034125,1,SUCCESS
109,15-03-2022 16.20.53,shining-moon3,3,40.0000,6.0000,0.7457956141088773,0.8485000321192265,0.034125,0.02706875,1,SUCCESS
110,15-03-2022 16.21.58,shining-moon3,4,40.0000,5.7500,0.8485000321192265,0.985970702223571,0.02706875,0.01145,1,SUCCESS
111,15-03-2022 16.23.02,none,5,-,-,0.985970702223571,-,0.01145,-,1,SUCCESS
112,15-03-2022 16.16.30,shining-moon3,0,40.0000,6.7500,0.29326114868889563,0.023177149399267544,0.05566875,0.0392,-1,SUCCESS
113,15-03-2022 16.17.34,none,1,-,-,0.023177149399267544,-,0.0392,-,-1,SUCCESS
114,15-03-2022 14.54.55,pixel-burn4,0,50.0000,7.0000,0.7135673221612028,0.707657163390892,0.02809375,0.026,-1,FAILED
115,15-03-2022 14.55.59,pixel-burn4,1,50.0000,6.7500,0.707657163390892,0.43012002849500663,0.026,0.07001875,-1,FAILED
116,15-03-2022 14.57.03,pixel-burn4,2,50.0000,6.5000,0.43012002849500663,0.3104250666987623,0.07001875,0.0653,-1,FAILED
117,15-03-2022 14.58.06,shining-moon3,3,40.0000,6.5000,0.3104250666987623,0.16845014527673446,0.0653,0.029875,-1,FAILED
118,15-03-2022 14.59.11,pixel-burn4,4,50.0000,6.0000,0.16845014527673446,0.3785006134155642,0.029875,0.0575375,-1,FAILED
119,15-03-2022 15.00.14,pixel-burn4,5,50.0000,6.0000,0.3785006134155642,0.4096786059755583,0.0575375,0.08251875,-1,FAILED
120,15-03-2022 15.01.16,pixel-burn4,6,50.0000,6.0000,0.4096786059755583,0.44651276499144343,0.08251875,0.105225,-1,FAILED
121,15-03-2022 15.02.19,pixel-burn4,7,50.0000,6.0000,0.44651276499144343,0.453929217182086,0.105225,0.1323875,-1,FAILED
122,15-03-2022 15.03.23,shining-moon3,8,40.0000,6.0000,0.453929217182086,0.41029910289112814,0.1323875,0.061575,-1,FAILED
123,15-03-2022 15.04.26,pixel-burn4,9,50.0000,6.0000,0.41029910289112814,0.42967162093495936,0.061575,0.21280625,-1,FAILED
124,15-03-2022 15.05.29,pixel-burn4,10,50.0000,6.0000,0.42967162093495936,0.40166326946596004,0.21280625,0.23344375,-1,FAILED
125,15-03-2022 15.06.32,pixel-burn4,11,50.0000,6.0000,0.40166326946596004,0.39248969523871347,0.23344375,0.22973125,-1,FAILED
126,15-03-2022 15.07.35,shining-moon3,12,40.0000,6.0000,0.39248969523871347,0.37292233069698466,0.22973125,0.19080625,-1,FAILED
127,15-03-2022 15.08.37,pixel-burn4,13,50.0000,6.0000,0.37292233069698466,0.44298124366481534,0.19080625,0.253925,-1,FAILED
128,15-03-2022 15.09.41,pixel-burn4,14,50.0000,6.0000,0.44298124366481534,0.3767969069355498,0.253925,0.26610625,-1,FAILED
129,15-03-2022 15.10.44,pixel-burn4,15,50.0000,6.0000,0.3767969069355498,0.45709609106966165,0.26610625,0.32415,-1,FAILED
130,15-03-2022 15.11.48,pixel-burn4,16,50.0000,6.0000,0.45709609106966165,0.45759461469218426,0.32415,0.36123125,-1,FAILED
131,15-03-2022 15.12.51,none,17,-,-,0.45759461469218426,-,0.36123125,-,-1,FAILED
132,15-03-2022 15.12.59,shining-moon3,0,40.0000,7.2500,0.839596086845265,0.9122847493254891,0.04745,0.0247625,1,SUCCESS
133,15-03-2022 15.14.02,none,1,-,-,0.9122847493254891,-,0.0247625,-,1,SUCCESS
134,15-03-2022 17.03.07,shining-moon3,0,40.0000,6.7500,0.19645354841239754,0.2688381011608624,0.04376875,0.03520625,-1,SUCCESS
135,15-03-2022 17.04.12,shining-moon3,1,40.0000,6.5000,0.2688381011608624,0.18158320917276674,0.03520625,0.03519375,-1,SUCCESS
136,15-03-2022 17.05.16,shining-moon3,2,40.0000,6.2500,0.18158320917276674,0.11803871394835169,0.03519375,0.018125,-1,SUCCESS
137,15-03-2022 17.06.20,none,3,-,-,0.11803871394835169,-,0.018125,-,-1,SUCCESS
138,15-03-2022 18.06.08,pixel-burn4,0,50.0000,6.5000,0.7735587831861244,0.7539314372843686,0.02491875,0.03264375,-1,SUCCESS
139,15-03-2022 18.07.11,pixel-burn4,1,50.0000,6.3750,0.7539314372843686,0.00027420138845612156,0.03264375,-0.00290625,-1,SUCCESS
140,15-03-2022 18.08.14,none,2,-,-,0.00027420138845612156,-,-0.00290625,-,-1,SUCCESS
141,15-03-2022 17.58.02,pixel-burn4,0,50.0000,6.5000,0.5217802848609272,0.029563876403437835,0.022775,0.0030125,-1,SUCCESS
142,15-03-2022 17.59.06,none,1,-,-,0.029563876403437835,-,0.0030125,-,-1,SUCCESS
143,15-03-2022 17.52.17,shining-moon3,0,40.0000,6.7500,0.2543866385102707,0.16763491615228412,0.02331875,0.07049375,-1,SUCCESS
144,15-03-2022 17.53.21,shining-moon3,1,40.0000,6.6250,0.16763491615228412,0.11142507480665603,0.07049375,0.024575,-1,SUCCESS
145,15-03-2022 17.54.25,none,2,-,-,0.11142507480665603,-,0.024575,-,-1,SUCCESS
146,15-03-2022 17.54.33,pixel-burn4,0,50.0000,6.5000,0.33972225334660333,0.8376312178934942,0.05175,0.0206,1,SUCCESS
147,15-03-2022 17.55.36,shining-moon3,1,40.0000,6.6250,0.8376312178934942,0.9397087696335078,0.0206,0.00680625,1,SUCCESS
148,15-03-2022 17.56.40,none,2,-,-,0.9397087696335078,-,0.00680625,-,1,SUCCESS
149,15-03-2022 17.56.48,shining-moon3,0,40.0000,6.7500,0.1901793664928126,0.09463281324478058,0.01738125,0.0166,-1,SUCCESS
150,15-03-2022 17.57.51,none,1,-,-,0.09463281324478058,-,0.0166,-,-1,SUCCESS
151,15-03-2022 17.59.13,pixel-burn4,0,50.0000,6.5000,0.5937535948464282,0.6986710420438543,0.02204375,0.00580625,1,SUCCESS
152,15-03-2022 18.00.17,shining-moon3,1,40.0000,6.6250,0.6986710420438543,0.8893731016658177,0.00580625,0.006125,1,SUCCESS
153,15-03-2022 18.01.19,none,2,-,-,0.8893731016658177,-,0.006125,-,1,SUCCESS
154,15-03-2022 17.44.15,pixel-burn4,0,50.0000,6.5000,0.5701464397324311,0.999993781171876,0.03203125,-0.00500625,1,SUCCESS
155,15-03-2022 17.45.18,none,1,-,-,0.999993781171876,-,-0.00500625,-,1,SUCCESS
156,15-03-2022 18.04.56,pixel-burn4,0,50.0000,6.5000,0.16537107890416908,0.8976156816006188,0.021525,0.0141375,1,SUCCESS
157,15-03-2022 18.06.00,none,1,-,-,0.8976156816006188,-,0.0141375,-,1,SUCCESS
158,15-03-2022 18.08.22,pixel-burn4,0,50.0000,6.5000,0.47597924872216485,0.999993781171876,0.01934375,-0.00500625,1,SUCCESS
159,15-03-2022 18.09.25,none,1,-,-,0.999993781171876,-,-0.00500625,-,1,SUCCESS
160,15-03-2022 17.50.02,pixel-burn4,0,50.0000,6.5000,0.2875485832296463,0.22230272027416936,0.02551875,0.00791875,1,SUCCESS
161,15-03-2022 17.51.06,pixel-burn4,1,50.0000,6.3750,0.22230272027416936,0.999993781171876,0.00791875,-0.00500625,1,SUCCESS
162,15-03-2022 17.52.09,none,2,-,-,0.999993781171876,-,-0.00500625,-,1,SUCCESS
163,15-03-2022 18.02.39,pixel-burn4,0,50.0000,6.5000,0.1677844258186502,0.4509557458725455,0.0149625,0.04035,1,SUCCESS
164,15-03-2022 18.03.42,pixel-burn4,1,50.0000,6.3750,0.4509557458725455,0.999993781171876,0.04035,-0.00500625,1,SUCCESS
165,15-03-2022 18.04.45,none,2,-,-,0.999993781171876,-,-0.00500625,-,1,SUCCESS
166,15-03-2022 18.01.28,pixel-burn4,0,50.0000,6.5000,0.8288500228182829,0.000947626164657996,0.02765,0.0172875,-1,SUCCESS
167,15-03-2022 18.02.31,none,1,-,-,0.000947626164657996,-,0.0172875,-,-1,SUCCESS
168,15-03-2022 17.46.40,pixel-burn4,0,50.0000,6.5000,0.43736100815418827,0.07178766726305975,0.047275,0.00793125,1,SUCCESS
169,15-03-2022 17.47.43,pixel-burn4,1,50.0000,6.3750,0.07178766726305975,0.6363053481179755,0.00793125,0.00573125,1,SUCCESS
170,15-03-2022 17.48.47,shining-moon3,2,40.0000,6.5000,0.6363053481179755,0.9076429471754326,0.00573125,0.01821875,1,SUCCESS
171,15-03-2022 17.49.51,none,3,-,-,0.9076429471754326,-,0.01821875,-,1,SUCCESS
172,15-03-2022 17.43.02,pixel-burn4,0,50.0000,6.5000,0.6603652154693259,0.002061971619772433,0.0385875,-0.00025,-1,SUCCESS
173,15-03-2022 17.44.07,none,1,-,-,0.002061971619772433,-,-0.00025,-,-1,SUCCESS
174,15-03-2022 17.45.27,shining-moon3,0,40.0000,6.7500,0.27231210601299793,0.12277290404268788,0.039275,0.03251875,-1,SUCCESS
175,15-03-2022 17.46.32,none,1,-,-,0.12277290404268788,-,0.03251875,-,-1,SUCCESS
176,15-03-2022 18.09.33,pixel-burn4,0,50.0000,6.5000,0.7320237236412853,0.22106383922629874,0.021025,0.0138375,-1,SUCCESS
177,15-03-2022 18.10.36,shining-moon3,1,40.0000,6.6250,0.22106383922629874,0.038778653045445616,0.0138375,0.0138,-1,SUCCESS
178,15-03-2022 18.11.39,none,2,-,-,0.038778653045445616,-,0.0138,-,-1,SUCCESS
179,15-03-2022 19.11.03,pixel-burn4,0,50.0000,6.5000,0.4721314842030278,0.8206134575236872,0.026125,0.0270375,1,SUCCESS
180,15-03-2022 19.12.07,shining-moon3,1,40.0000,6.6250,0.8206134575236872,0.9289199625928023,0.0270375,0.017575,1,SUCCESS
181,15-03-2022 19.13.12,none,2,-,-,0.9289199625928023,-,0.017575,-,1,SUCCESS
182,15-03-2022 19.20.08,pixel-burn4,0,50.0000,6.5000,0.765552929877548,0.2804714336478857,0.01084375,0.05024375,-1,SUCCESS
183,15-03-2022 19.21.11,shining-moon3,1,40.0000,6.6250,0.2804714336478857,0.4043882713708044,0.05024375,0.0278125,-1,SUCCESS
184,15-03-2022 19.22.16,pixel-burn4,2,50.0000,6.2500,0.4043882713708044,0.0,0.0278125,-0.00500625,-1,SUCCESS
185,15-03-2022 19.23.20,none,3,-,-,0.0,-,-0.00500625,-,-1,SUCCESS
186,15-03-2022 19.00.57,pixel-burn4,0,50.0000,6.5000,0.8163350152125026,0.5783749531211608,0.0078125,0.03341875,-1,SUCCESS
187,15-03-2022 19.02.02,pixel-burn4,1,50.0000,6.3750,0.5783749531211608,0.6062678457746878,0.03341875,0.0084375,-1,SUCCESS
188,15-03-2022 19.03.05,pixel-burn4,2,50.0000,6.2500,0.6062678457746878,0.16874956275082204,0.0084375,0.0173,-1,SUCCESS
189,15-03-2022 19.04.09,shining-moon3,3,40.0000,6.3750,0.16874956275082204,0.07811768328276446,0.0173,0.025675,-1,SUCCESS
190,15-03-2022 19.05.15,none,4,-,-,0.07811768328276446,-,0.025675,-,-1,SUCCESS
191,15-03-2022 19.23.29,pixel-burn4,0,50.0000,6.5000,0.20692989830165662,0.5804756282245438,0.011175,0.02603125,1,SUCCESS
192,15-03-2022 19.24.32,pixel-burn4,1,50.0000,6.3750,0.5804756282245438,0.9999937809398244,0.02603125,-0.00496875,1,SUCCESS
193,15-03-2022 19.25.36,none,2,-,-,0.9999937809398244,-,-0.00496875,-,1,SUCCESS
194,15-03-2022 19.25.45,pixel-burn4,0,50.0000,6.5000,0.7379184047207243,0.733926957324461,0.01710625,0.0250625,-1,SUCCESS
195,15-03-2022 19.26.49,pixel-burn4,1,50.0000,6.3750,0.733926957324461,0.017258997812063116,0.0250625,0.0030625,-1,SUCCESS
196,15-03-2022 19.27.52,none,2,-,-,0.017258997812063116,-,0.0030625,-,-1,SUCCESS
197,15-03-2022 20.12.54,pixel-burn4,0,50.0000,6.5000,0.3918860023117882,0.04996802198567638,0.0105125,0.013,1,SUCCESS
198,15-03-2022 20.13.58,pixel-burn4,1,50.0000,6.3750,0.04996802198567638,0.7132290593161746,0.013,0.04179375,1,SUCCESS
199,15-03-2022 20.15.02,shining-moon3,2,40.0000,6.5000,0.7132290593161746,0.9513209547732351,0.04179375,0.00971875,1,SUCCESS
200,15-03-2022 20.16.07,none,3,-,-,0.9513209547732351,-,0.00971875,-,1,SUCCESS
201,15-03-2022 18.46.14,pixel-burn4,0,50.0000,6.5000,0.13726660093077006,0.34924684239248355,0.0048625,0.049425,1,SUCCESS
202,15-03-2022 18.47.17,pixel-burn4,1,50.0000,6.3750,0.34924684239248355,0.12180603205489272,0.049425,0.02355625,1,SUCCESS
203,15-03-2022 18.48.21,pixel-burn4,2,50.0000,6.2500,0.12180603205489272,0.9989235268496048,0.02355625,-0.00443125,1,SUCCESS
204,15-03-2022 18.49.25,none,3,-,-,0.9989235268496048,-,-0.00443125,-,1,SUCCESS
205,15-03-2022 20.01.37,pixel-burn4,0,50.0000,6.5000,0.7002343277240598,0.7236771641858455,0.02914375,0.031325,-1,SUCCESS
206,15-03-2022 20.02.41,pixel-burn4,1,50.0000,6.3750,0.7236771641858455,0.05560347561362339,0.031325,0.01456875,-1,SUCCESS
207,15-03-2022 20.03.46,none,2,-,-,0.05560347561362339,-,0.01456875,-,-1,SUCCESS
208,15-03-2022 20.20.44,pixel-burn4,0,50.0000,6.5000,0.3338854800453749,0.5700150022829561,0.03030625,0.04181875,1,SUCCESS
209,15-03-2022 20.21.48,pixel-burn4,1,50.0000,6.3750,0.5700150022829561,0.9604517615900786,0.04181875,0.01829375,1,SUCCESS
210,15-03-2022 20.22.53,none,2,-,-,0.9604517615900786,-,0.01829375,-,1,SUCCESS
211,15-03-2022 20.28.45,pixel-burn4,0,50.0000,6.5000,0.5704427795105952,0.498101373558026,0.0281625,0.04536875,-1,SUCCESS
212,15-03-2022 20.29.49,pixel-burn4,1,50.0000,6.3750,0.498101373558026,0.07647848863484466,0.04536875,0.0181125,-1,SUCCESS
213,15-03-2022 20.30.55,none,2,-,-,0.07647848863484466,-,0.0181125,-,-1,SUCCESS
214,15-03-2022 21.24.15,pixel-burn4,0,50.0000,6.5000,0.06219723511629966,0.39428289139896927,0.01171875,0.06378125,1,SUCCESS
215,15-03-2022 21.25.20,pixel-burn4,1,50.0000,6.3750,0.39428289139896927,0.6415445317679469,0.06378125,0.029,1,SUCCESS
216,15-03-2022 21.26.25,shining-moon3,2,40.0000,6.5000,0.6415445317679469,0.5372162286532365,0.029,0.02210625,1,SUCCESS
217,15-03-2022 21.27.30,pixel-burn4,3,50.0000,6.1250,0.5372162286532365,0.4798967549728404,0.02210625,0.02659375,1,SUCCESS
218,15-03-2022 21.28.35,pixel-burn4,4,50.0000,6.0000,0.4798967549728404,0.999993781171876,0.02659375,-0.00500625,1,SUCCESS
219,15-03-2022 21.29.40,none,5,-,-,0.999993781171876,-,-0.00500625,-,1,SUCCESS
220,15-03-2022 19.16.40,pixel-burn4,0,50.0000,6.5000,0.1512090545099152,0.32201481791763753,0.0087875,0.04508125,1,SUCCESS
221,15-03-2022 19.17.44,pixel-burn4,1,50.0000,6.3750,0.32201481791763753,0.12974922418854315,0.04508125,0.0312625,1,SUCCESS
222,15-03-2022 19.18.48,pixel-burn4,2,50.0000,6.2500,0.12974922418854315,0.9971773590548826,0.0312625,-0.00304375,1,SUCCESS
223,15-03-2022 19.19.51,none,3,-,-,0.9971773590548826,-,-0.00304375,-,1,SUCCESS
224,15-03-2022 20.54.51,pixel-burn4,0,50.0000,6.5000,0.4665231553961921,0.4033677713672347,0.00995625,0.06838125,1,SUCCESS
225,15-03-2022 20.55.56,pixel-burn4,1,50.0000,6.3750,0.4033677713672347,0.7677026219369592,0.06838125,0.03793125,1,SUCCESS
226,15-03-2022 20.57.02,shining-moon3,2,40.0000,6.5000,0.7677026219369592,0.7412924773365849,0.03793125,0.05685625,1,SUCCESS
227,15-03-2022 20.58.08,shining-moon3,3,40.0000,6.3750,0.7412924773365849,0.8288070024618029,0.05685625,0.04034375,1,SUCCESS
228,15-03-2022 20.59.15,shining-moon3,4,40.0000,6.2500,0.8288070024618029,0.8439400569497029,0.04034375,0.0144875,1,SUCCESS
229,15-03-2022 21.00.21,shining-moon3,5,40.0000,6.1250,0.8439400569497029,0.953482215456763,0.0144875,0.00845,1,SUCCESS
230,15-03-2022 21.01.28,none,6,-,-,0.953482215456763,-,0.00845,-,1,SUCCESS
231,15-03-2022 20.16.16,pixel-burn4,0,50.0000,6.5000,0.7227473821572934,0.7307095101826068,0.0181625,0.02591875,-1,SUCCESS
232,15-03-2022 20.17.21,pixel-burn4,1,50.0000,6.3750,0.7307095101826068,0.46240761749873766,0.02591875,0.0469375,-1,SUCCESS
233,15-03-2022 20.18.25,pixel-burn4,2,50.0000,6.2500,0.46240761749873766,0.15890440841519046,0.0469375,0.025875,-1,SUCCESS
234,15-03-2022 20.19.30,shining-moon3,3,40.0000,6.3750,0.15890440841519046,0.011043744620525544,0.025875,0.01245625,-1,SUCCESS
235,15-03-2022 20.20.35,none,4,-,-,0.011043744620525544,-,0.01245625,-,-1,SUCCESS
236,15-03-2022 19.43.40,shining-moon3,0,40.0000,6.7500,0.786380980706073,0.9113852243575602,0.012325,0.008425,1,SUCCESS
237,15-03-2022 19.44.46,none,1,-,-,0.9113852243575602,-,0.008425,-,1,SUCCESS
238,15-03-2022 19.13.20,pixel-burn4,0,50.0000,6.5000,0.6739488052641349,0.39258248895817094,0.0235875,0.03775625,-1,SUCCESS
239,15-03-2022 19.14.24,pixel-burn4,1,50.0000,6.3750,0.39258248895817094,0.4951878785502872,0.03775625,0.0434375,-1,SUCCESS
240,15-03-2022 19.15.28,pixel-burn4,2,50.0000,6.2500,0.4951878785502872,0.00010585173285513256,0.0434375,-0.00375625,-1,SUCCESS
241,15-03-2022 19.16.31,none,3,-,-,0.00010585173285513256,-,-0.00375625,-,-1,SUCCESS
242,15-03-2022 19.35.48,pixel-burn4,0,50.0000,6.5000,0.2710584118713764,0.4156720561816103,0.02118125,0.0432875,1,SUCCESS
243,15-03-2022 19.36.52,pixel-burn4,1,50.0000,6.3750,0.4156720561816103,0.013618470713737625,0.0432875,-0.00185,1,SUCCESS
244,15-03-2022 19.37.56,pixel-burn4,2,50.0000,6.2500,0.013618470713737625,0.4798595784773041,-0.00185,0.03149375,1,SUCCESS
