,date,burn_type,burn_number,length,power,factor_before,factor_after,dead_before,dead_after,dir,result
245,15-03-2022 19.39.00,pixel-burn4,3,50.0000,6.1250,0.4798595784773041,0.9913514321853835,0.03149375,-0.00305,1,SUCCESS
246,15-03-2022 19.40.03,none,4,-,-,0.9913514321853835,-,-0.00305,-,1,SUCCESS
247,15-03-2022 21.05.10,pixel-burn4,0,50.0000,6.5000,0.6103181886222674,0.5024061786997456,0.0396875,0.04673125,1,SUCCESS
248,15-03-2022 21.06.14,pixel-burn4,1,50.0000,6.3750,0.5024061786997456,0.5892791175460314,0.04673125,0.03565,1,SUCCESS
249,15-03-2022 21.07.19,pixel-burn4,2,50.0000,6.2500,0.5892791175460314,0.17087800140906753,0.03565,0.0153125,1,SUCCESS
250,15-03-2022 21.08.26,pixel-burn4,3,50.0000,6.1250,0.17087800140906753,0.9454941216669409,0.0153125,0.01226875,1,SUCCESS
251,15-03-2022 21.09.32,none,4,-,-,0.9454941216669409,-,0.01226875,-,1,SUCCESS
252,15-03-2022 21.29.49,pixel-burn4,0,50.0000,6.5000,0.5851687761034873,0.5952931717379413,0.01534375,0.05165,-1,FAILED
253,15-03-2022 21.30.54,pixel-burn4,1,50.0000,6.3750,0.5952931717379413,0.8380198955420194,0.05165,0.02114375,-1,FAILED
254,15-03-2022 21.31.59,pixel-burn4,2,50.0000,6.2500,0.8380198955420194,0.9988722390105611,0.02114375,-0.0030875,-1,FAILED
255,15-03-2022 21.33.04,pixel-burn4,3,50.0000,6.1250,0.9988722390105611,0.3934771512931341,-0.0030875,0.0326375,-1,FAILED
256,15-03-2022 21.34.08,pixel-burn4,4,50.0000,6.0000,0.3934771512931341,0.9909813264809709,0.0326375,-0.00208125,-1,FAILED
257,15-03-2022 21.35.13,pixel-burn4,5,50.0000,5.8750,0.9909813264809709,0.7325079200879291,-0.00208125,0.03331875,-1,FAILED
258,15-03-2022 21.36.18,pixel-burn4,6,50.0000,5.8750,0.7325079200879291,0.5036842729657409,0.03331875,0.05171875,-1,FAILED
259,15-03-2022 21.37.23,pixel-burn4,7,50.0000,5.8750,0.5036842729657409,0.15733577903607412,0.05171875,0.05958125,-1,FAILED
260,15-03-2022 21.38.28,shining-moon3,8,40.0000,6.1250,0.15733577903607412,0.3058961101999691,0.05958125,0.1501875,-1,FAILED
261,15-03-2022 21.39.35,shining-moon3,9,40.0000,6.1250,0.3058961101999691,0.34170556039946365,0.1501875,0.1469875,-1,FAILED
262,15-03-2022 21.40.43,shining-moon3,10,40.0000,6.1250,0.34170556039946365,0.3015734692880296,0.1469875,0.23259375,-1,FAILED
263,15-03-2022 21.41.51,shining-moon3,11,40.0000,6.1250,0.3015734692880296,0.36449508087134697,0.23259375,0.13984375,-1,FAILED
264,15-03-2022 21.42.57,shining-moon3,12,40.0000,6.1250,0.36449508087134697,0.46483132122306214,0.13984375,0.1691,-1,FAILED
265,15-03-2022 21.44.05,pixel-burn4,13,50.0000,5.8750,0.46483132122306214,0.9523633383377939,0.1691,0.138275,-1,FAILED
266,15-03-2022 21.45.11,pixel-burn4,14,50.0000,5.8750,0.9523633383377939,0.6843011385264907,0.138275,0.27758125,-1,FAILED
267,15-03-2022 21.46.17,pixel-burn4,15,50.0000,5.8750,0.6843011385264907,0.9957479494143143,0.27758125,0.08868125,-1,FAILED
268,15-03-2022 21.47.22,pixel-burn4,16,50.0000,5.8750,0.9957479494143143,0.9164312222239192,0.08868125,0.18151875,-1,FAILED
269,15-03-2022 21.48.29,pixel-burn4,17,50.0000,5.8750,0.9164312222239192,0.7923054183031378,0.18151875,0.2600375,-1,FAILED
270,15-03-2022 21.49.33,pixel-burn4,18,50.0000,5.8750,0.7923054183031378,0.7644408029496108,0.2600375,0.25245,-1,FAILED
271,15-03-2022 21.50.38,shining-moon3,19,40.0000,6.1250,0.7644408029496108,0.7591082708976054,0.25245,0.31930625,-1,FAILED
272,15-03-2022 21.51.44,none,20,-,-,0.7591082708976054,-,0.31930625,-,-1,FAILED
273,15-03-2022 21.09.41,pixel-burn4,0,50.0000,6.5000,0.5735654485763584,0.3365129327166062,0.069075,0.023075,-1,SUCCESS
274,15-03-2022 21.10.45,shining-moon3,1,40.0000,6.6250,0.3365129327166062,0.1357472398103662,0.023075,0.01785,-1,SUCCESS
275,15-03-2022 21.11.51,none,2,-,-,0.1357472398103662,-,0.01785,-,-1,SUCCESS
276,15-03-2022 20.26.25,pixel-burn4,0,50.0000,6.5000,0.05817740068436518,0.4769350468533521,0.01734375,0.08425,1,SUCCESS
277,15-03-2022 20.27.31,pixel-burn4,1,50.0000,6.3750,0.4769350468533521,0.9188052516691525,0.08425,0.02365,1,SUCCESS
278,15-03-2022 20.28.36,none,2,-,-,0.9188052516691525,-,0.02365,-,1,SUCCESS
279,15-03-2022 18.58.41,pixel-burn4,0,50.0000,6.5000,0.3312620637027632,0.4330355124005918,0.0253625,0.0325625,1,SUCCESS
280,15-03-2022 18.59.45,pixel-burn4,1,50.0000,6.3750,0.4330355124005918,0.999993781171876,0.0325625,-0.00500625,1,SUCCESS
281,15-03-2022 19.00.48,none,2,-,-,0.999993781171876,-,-0.00500625,-,1,SUCCESS
282,15-03-2022 21.01.45,pixel-burn4,0,50.0000,6.5000,0.7692531914752665,0.7062145002776421,0.056575,0.0658,-1,SUCCESS
283,15-03-2022 21.02.50,pixel-burn4,1,50.0000,6.3750,0.7062145002776421,0.5546972622969443,0.0658,0.0646875,-1,SUCCESS
284,15-03-2022 21.03.55,pixel-burn4,2,50.0000,6.2500,0.5546972622969443,0.13135298061962516,0.0646875,0.03995,-1,SUCCESS
285,15-03-2022 21.05.01,none,3,-,-,0.13135298061962516,-,0.03995,-,-1,SUCCESS
286,15-03-2022 19.44.54,pixel-burn4,0,50.0000,6.5000,0.6369085254913094,0.47283164824980856,0.03129375,0.0288625,-1,SUCCESS
287,15-03-2022 19.45.58,pixel-burn4,1,50.0000,6.3750,0.47283164824980856,0.9960865216304076,0.0288625,0.00025625,-1,SUCCESS
288,15-03-2022 19.47.02,pixel-burn4,2,50.0000,6.2500,0.9960865216304076,0.5494165984042725,0.00025625,0.0310125,-1,SUCCESS
289,15-03-2022 19.48.06,pixel-burn4,3,50.0000,6.1250,0.5494165984042725,0.874098870375246,0.0310125,0.00299375,-1,SUCCESS
290,15-03-2022 19.49.10,pixel-burn4,4,50.0000,6.0000,0.874098870375246,0.9939186787004061,0.00299375,-0.0020375,-1,SUCCESS
291,15-03-2022 19.50.14,pixel-burn4,5,50.0000,5.8750,0.9939186787004061,0.08605498721227621,-0.0020375,0.02250625,-1,SUCCESS
292,15-03-2022 19.51.18,none,6,-,-,0.08605498721227621,-,0.02250625,-,-1,SUCCESS
293,15-03-2022 20.06.20,pixel-burn4,0,50.0000,6.5000,0.5168312402134663,0.6849835451469725,0.0221,0.0523375,-1,SUCCESS
294,15-03-2022 20.07.24,pixel-burn4,1,50.0000,6.3750,0.6849835451469725,0.7429475996640176,0.0523375,0.03269375,-1,SUCCESS
295,15-03-2022 20.08.28,pixel-burn4,2,50.0000,6.2500,0.7429475996640176,0.800360949321958,0.03269375,0.0095625,-1,SUCCESS
296,15-03-2022 20.09.32,pixel-burn4,3,50.0000,6.1250,0.800360949321958,0.999993781171876,0.0095625,-0.00500625,-1,SUCCESS
297,15-03-2022 20.10.37,pixel-burn4,4,50.0000,6.0000,0.999993781171876,0.5545629528261468,-0.00500625,0.0226375,-1,SUCCESS
298,15-03-2022 20.11.41,pixel-burn4,5,50.0000,5.8750,0.5545629528261468,0.004530930151280643,0.0226375,-0.00144375,-1,SUCCESS
299,15-03-2022 20.12.45,none,6,-,-,0.004530930151280643,-,-0.00144375,-,-1,SUCCESS
300,15-03-2022 19.57.07,pixel-burn4,0,50.0000,6.5000,0.3370062290613098,0.6506065254663349,0.01871875,0.03034375,1,SUCCESS
301,15-03-2022 19.58.11,shining-moon3,1,40.0000,6.6250,0.6506065254663349,0.7411639284219339,0.03034375,0.04440625,1,SUCCESS
302,15-03-2022 19.59.18,shining-moon3,2,40.0000,6.5000,0.7411639284219339,0.829827560814748,0.04440625,0.0239375,1,SUCCESS
303,15-03-2022 20.00.23,shining-moon3,3,40.0000,6.3750,0.829827560814748,0.8848864919101969,0.0239375,0.00338125,1,SUCCESS
304,15-03-2022 20.01.28,none,4,-,-,0.8848864919101969,-,0.00338125,-,1,SUCCESS
305,15-03-2022 20.50.19,shining-moon3,0,40.0000,6.7500,0.3377664442747224,0.21004749865931205,0.009825,0.02103125,-1,SUCCESS
306,15-03-2022 20.51.25,shining-moon3,1,40.0000,6.6250,0.21004749865931205,0.3596708918753818,0.02103125,0.01780625,-1,SUCCESS
307,15-03-2022 20.52.31,shining-moon3,2,40.0000,6.5000,0.3596708918753818,0.20132636757880856,0.01780625,0.01423125,-1,SUCCESS
308,15-03-2022 20.53.37,shining-moon3,3,40.0000,6.3750,0.20132636757880856,0.0816605579505099,0.01423125,0.0126875,-1,SUCCESS
309,15-03-2022 20.54.42,none,4,-,-,0.0816605579505099,-,0.0126875,-,-1,SUCCESS
310,15-03-2022 18.56.06,shining-moon3,0,40.0000,6.7500,0.6969324917988758,0.9581182122890975,0.022625,0.0061375,1,SUCCESS
311,15-03-2022 18.57.11,none,1,-,-,0.9581182122890975,-,0.0061375,-,1,SUCCESS
312,15-03-2022 19.40.12,pixel-burn4,0,50.0000,6.5000,0.6504277203523601,0.8445024696439597,0.01805625,0.02820625,-1,SUCCESS
313,15-03-2022 19.41.16,pixel-burn4,1,50.0000,6.3750,0.8445024696439597,0.753812808401025,0.02820625,0.0513125,-1,SUCCESS
314,15-03-2022 19.42.20,pixel-burn4,2,50.0000,6.2500,0.753812808401025,0.0183414229829772,0.0513125,0.00465,-1,SUCCESS
315,15-03-2022 19.43.24,none,3,-,-,0.0183414229829772,-,0.00465,-,-1,SUCCESS
316,15-03-2022 19.51.27,pixel-burn4,0,50.0000,6.5000,0.3560478399444602,0.770045405128861,0.009725,0.02269375,1,SUCCESS
317,15-03-2022 19.52.31,shining-moon3,1,40.0000,6.6250,0.770045405128861,0.6760765951408909,0.02269375,0.03095,1,SUCCESS
318,15-03-2022 19.53.36,shining-moon3,2,40.0000,6.5000,0.6760765951408909,0.8583555291547703,0.03095,0.0215,1,SUCCESS
319,15-03-2022 19.54.42,none,3,-,-,0.8583555291547703,-,0.0215,-,1,SUCCESS
320,15-03-2022 18.39.30,pixel-burn4,0,50.0000,6.5000,0.3463129993707214,0.6724168211532833,0.0167375,0.0391625,1,SUCCESS
321,15-03-2022 18.40.34,shining-moon3,1,40.0000,6.6250,0.6724168211532833,0.9143975819102399,0.0391625,0.01989375,1,SUCCESS
322,15-03-2022 18.41.40,none,2,-,-,0.9143975819102399,-,0.01989375,-,1,SUCCESS
323,15-03-2022 20.03.54,pixel-burn4,0,50.0000,6.5000,0.4190655277919429,0.3049305226590873,0.01950625,0.05005625,1,SUCCESS
324,15-03-2022 20.04.59,pixel-burn4,1,50.0000,6.3750,0.3049305226590873,0.9623159092345617,0.05005625,0.01119375,1,SUCCESS
325,15-03-2022 20.06.03,none,2,-,-,0.9623159092345617,-,0.01119375,-,1,SUCCESS
326,15-03-2022 21.12.00,pixel-burn4,0,50.0000,6.5000,0.1869590075655839,0.5059972274124526,0.05989375,0.0667625,1,SUCCESS
327,15-03-2022 21.13.05,pixel-burn4,1,50.0000,6.3750,0.5059972274124526,0.42190150602799686,0.0667625,0.03471875,1,SUCCESS
328,15-03-2022 21.14.10,pixel-burn4,2,50.0000,6.2500,0.42190150602799686,0.11567948208302573,0.03471875,0.0095,1,SUCCESS
329,15-03-2022 21.15.14,pixel-burn4,3,50.0000,6.1250,0.11567948208302573,0.7167084777323747,0.0095,0.03335625,1,SUCCESS
330,15-03-2022 21.16.19,shining-moon3,4,40.0000,6.2500,0.7167084777323747,0.9030881961435581,0.03335625,0.01399375,1,SUCCESS
331,15-03-2022 21.17.24,none,5,-,-,0.9030881961435581,-,0.01399375,-,1,SUCCESS
332,15-03-2022 20.23.02,pixel-burn4,0,50.0000,6.5000,0.6552443684633951,0.7815018712718261,0.00560625,0.02139375,-1,SUCCESS
333,15-03-2022 20.24.06,pixel-burn4,1,50.0000,6.3750,0.7815018712718261,0.28774357453283983,0.02139375,0.03071875,-1,SUCCESS
334,15-03-2022 20.25.11,shining-moon3,2,40.0000,6.5000,0.28774357453283983,0.12403170082189681,0.03071875,0.021325,-1,SUCCESS
335,15-03-2022 20.26.16,none,3,-,-,0.12403170082189681,-,0.021325,-,-1,SUCCESS
336,15-03-2022 18.37.15,pixel-burn4,0,50.0000,6.5000,0.407338630830911,0.5799384694269966,0.0475125,0.02488125,-1,SUCCESS
337,15-03-2022 18.38.19,pixel-burn4,1,50.0000,6.3750,0.5799384694269966,0.0,0.02488125,-0.00500625,-1,SUCCESS
338,15-03-2022 18.39.22,none,2,-,-,0.0,-,-0.00500625,-,-1,SUCCESS
339,15-03-2022 18.41.48,pixel-burn4,0,50.0000,6.5000,0.4506218645153516,0.5123537654381334,0.0145625,0.0410375,-1,SUCCESS
340,15-03-2022 18.42.52,pixel-burn4,1,50.0000,6.3750,0.5123537654381334,0.19638847967474446,0.0410375,0.0284625,-1,SUCCESS
341,15-03-2022 18.43.55,shining-moon3,2,40.0000,6.5000,0.19638847967474446,0.29982946815780903,0.0284625,0.02145,-1,SUCCESS
342,15-03-2022 18.45.00,shining-moon3,3,40.0000,6.3750,0.29982946815780903,0.07099314849202792,0.02145,0.02394375,-1,SUCCESS
343,15-03-2022 18.46.06,none,4,-,-,0.07099314849202792,-,0.02394375,-,-1,SUCCESS
344,15-03-2022 19.54.50,pixel-burn4,0,50.0000,6.5000,0.4012420623065237,0.5651862417948403,0.0167625,0.031675,-1,SUCCESS
345,15-03-2022 19.55.54,pixel-burn4,1,50.0000,6.3750,0.5651862417948403,0.061734382183817556,0.031675,0.00765,-1,SUCCESS
346,15-03-2022 19.56.58,none,2,-,-,0.061734382183817556,-,0.00765,-,-1,SUCCESS
347,15-03-2022 20.41.14,pixel-burn4,0,50.0000,6.5000,0.41201367722767207,0.7619718491902442,0.02393125,0.03289375,1,SUCCESS
348,15-03-2022 20.42.19,shining-moon3,1,40.0000,6.6250,0.7619718491902442,0.563136823206411,0.03289375,0.046175,1,SUCCESS
349,15-03-2022 20.43.25,pixel-burn4,2,50.0000,6.2500,0.563136823206411,0.9451049149517209,0.046175,0.009025,1,SUCCESS
350,15-03-2022 20.44.29,none,3,-,-,0.9451049149517209,-,0.009025,-,1,SUCCESS
351,15-03-2022 20.44.38,pixel-burn4,0,50.0000,6.5000,0.45976025715726004,0.2136655024822306,0.0453375,0.031875,-1,SUCCESS
352,15-03-2022 20.45.43,shining-moon3,1,40.0000,6.6250,0.2136655024822306,0.058775984440908285,0.031875,0.01023125,-1,SUCCESS
353,15-03-2022 20.46.49,none,2,-,-,0.058775984440908285,-,0.01023125,-,-1,SUCCESS
354,15-03-2022 20.46.58,pixel-burn4,0,50.0000,6.5000,0.06260957153148329,0.6058645272699175,0.019625,0.0698375,1,SUCCESS
355,15-03-2022 20.48.02,pixel-burn4,1,50.0000,6.3750,0.6058645272699175,0.09629329141524264,0.0698375,0.01395625,1,SUCCESS
356,15-03-2022 20.49.06,pixel-burn4,2,50.0000,6.2500,0.09629329141524264,0.9999937785022366,0.01395625,-0.004575,1,SUCCESS
357,15-03-2022 20.50.10,none,3,-,-,0.9999937785022366,-,-0.004575,-,1,SUCCESS
358,15-03-2022 19.05.23,pixel-burn4,0,50.0000,6.5000,0.20757338340808598,0.5288669322294254,0.0148125,0.03978125,1,SUCCESS
359,15-03-2022 19.06.27,pixel-burn4,1,50.0000,6.3750,0.5288669322294254,0.13398246464290434,0.03978125,0.0070125,1,SUCCESS
360,15-03-2022 19.07.32,pixel-burn4,2,50.0000,6.2500,0.13398246464290434,0.694107419103264,0.0070125,0.02229375,1,SUCCESS
361,15-03-2022 19.08.36,shining-moon3,3,40.0000,6.3750,0.694107419103264,0.9521419665968395,0.02229375,0.01245,1,SUCCESS
362,15-03-2022 19.09.41,none,4,-,-,0.9521419665968395,-,0.01245,-,1,SUCCESS
363,15-03-2022 19.09.49,shining-moon3,0,40.0000,6.7500,0.23569369849794944,0.06248897846076332,0.01551875,0.00763125,-1,SUCCESS
364,15-03-2022 19.10.54,none,1,-,-,0.06248897846076332,-,0.00763125,-,-1,SUCCESS
365,15-03-2022 19.32.25,pixel-burn4,0,50.0000,6.5000,0.869474643990097,0.2344788490108687,0.0129375,0.04083125,-1,SUCCESS
366,15-03-2022 19.33.29,shining-moon3,1,40.0000,6.6250,0.2344788490108687,0.30539536575228593,0.04083125,0.03760625,-1,SUCCESS
367,15-03-2022 19.34.34,shining-moon3,2,40.0000,6.5000,0.30539536575228593,0.07971784652369203,0.03760625,0.01206875,-1,SUCCESS
368,15-03-2022 19.35.40,none,3,-,-,0.07971784652369203,-,0.01206875,-,-1,SUCCESS
369,15-03-2022 20.31.12,shining-moon3,0,40.0000,6.7500,0.6885885885885886,0.8497982834823723,0.02181875,0.02710625,1,SUCCESS
370,15-03-2022 20.32.18,shining-moon3,1,40.0000,6.6250,0.8497982834823723,0.475711669083416,0.02710625,0.01728125,1,SUCCESS
371,15-03-2022 20.33.24,pixel-burn4,2,50.0000,6.2500,0.475711669083416,0.2877303319080398,0.01728125,0.0221375,1,SUCCESS
372,15-03-2022 20.34.29,pixel-burn4,3,50.0000,6.1250,0.2877303319080398,0.5521257677609757,0.0221375,0.00889375,1,SUCCESS
373,15-03-2022 20.35.34,pixel-burn4,4,50.0000,6.0000,0.5521257677609757,0.10387358606804657,0.00889375,0.0159375,1,SUCCESS
374,15-03-2022 20.36.38,pixel-burn4,5,50.0000,5.8750,0.10387358606804657,0.9997199594252323,0.0159375,-0.0043125,1,SUCCESS
375,15-03-2022 20.37.43,none,6,-,-,0.9997199594252323,-,-0.0043125,-,1,SUCCESS
376,15-03-2022 18.49.33,pixel-burn4,0,50.0000,6.5000,0.6783325416286863,0.6581768495520978,0.02636875,0.0211375,-1,SUCCESS
377,15-03-2022 18.50.37,pixel-burn4,1,50.0000,6.3750,0.6581768495520978,0.999993781171876,0.0211375,-0.00500625,-1,SUCCESS
378,15-03-2022 18.51.40,pixel-burn4,2,50.0000,6.2500,0.999993781171876,0.48894484428032786,-0.00500625,0.0369375,-1,SUCCESS
379,15-03-2022 18.52.45,pixel-burn4,3,50.0000,6.1250,0.48894484428032786,0.999194892246625,0.0369375,-0.0014125,-1,SUCCESS
380,15-03-2022 18.53.49,pixel-burn4,4,50.0000,6.0000,0.999194892246625,0.7600584617930122,-0.0014125,0.09343125,-1,SUCCESS
381,15-03-2022 18.54.54,pixel-burn4,5,50.0000,5.8750,0.7600584617930122,0.08819067930252467,0.09343125,0.16771875,-1,SUCCESS
382,15-03-2022 18.55.57,none,6,-,-,0.08819067930252467,-,0.16771875,-,-1,SUCCESS
383,15-03-2022 19.28.01,pixel-burn4,0,50.0000,6.5000,0.22434863974609437,0.4673898305084746,0.01145,0.0320375,1,SUCCESS
384,15-03-2022 19.29.05,pixel-burn4,1,50.0000,6.3750,0.4673898305084746,0.27180362050990425,0.0320375,0.01085,1,SUCCESS
385,15-03-2022 19.30.09,pixel-burn4,2,50.0000,6.2500,0.27180362050990425,0.24020211669473843,0.01085,0.00553125,1,SUCCESS
386,15-03-2022 19.31.13,pixel-burn4,3,50.0000,6.1250,0.24020211669473843,0.999993781171876,0.00553125,-0.00500625,1,SUCCESS
387,15-03-2022 19.32.17,none,4,-,-,0.999993781171876,-,-0.00500625,-,1,SUCCESS
388,15-03-2022 21.17.33,pixel-burn4,0,50.0000,6.5000,0.38004662063563255,0.4672180597450618,0.0106375,0.0365375,-1,SUCCESS
389,15-03-2022 21.18.38,pixel-burn4,1,50.0000,6.3750,0.4672180597450618,0.43704852386934673,0.0365375,0.04480625,-1,SUCCESS
390,15-03-2022 21.19.43,pixel-burn4,2,50.0000,6.2500,0.43704852386934673,0.988891960493579,0.04480625,0.00523125,-1,SUCCESS
391,15-03-2022 21.20.50,pixel-burn4,3,50.0000,6.1250,0.988891960493579,0.35701135020252067,0.00523125,0.0325125,-1,SUCCESS
392,15-03-2022 21.21.54,shining-moon3,4,40.0000,6.2500,0.35701135020252067,0.17211081576593437,0.0325125,0.0148125,-1,SUCCESS
393,15-03-2022 21.23.00,shining-moon3,5,40.0000,6.1250,0.17211081576593437,0.0612014169786197,0.0148125,0.00493125,-1,SUCCESS
394,15-03-2022 21.24.06,none,6,-,-,0.0612014169786197,-,0.00493125,-,-1,SUCCESS
395,15-03-2022 18.57.19,shining-moon3,0,40.0000,6.7500,0.36402452727214357,0.09332691954706854,0.0266,0.01255,-1,SUCCESS
396,15-03-2022 18.58.25,none,1,-,-,0.09332691954706854,-,0.01255,-,-1,SUCCESS
397,15-03-2022 20.37.52,pixel-burn4,0,50.0000,6.5000,0.5014258239936336,0.7171752151551297,0.05756875,0.02541875,-1,SUCCESS
398,15-03-2022 20.38.56,pixel-burn4,1,50.0000,6.3750,0.7171752151551297,0.6863686761491431,0.02541875,0.0135375,-1,SUCCESS
399,15-03-2022 20.40.01,pixel-burn4,2,50.0000,6.2500,0.6863686761491431,0.030409964331646003,0.0135375,0.0134875,-1,SUCCESS
400,15-03-2022 20.41.05,none,3,-,-,0.030409964331646003,-,0.0134875,-,-1,SUCCESS
401,16-03-2022 02.04.19,pixel-burn4,0,50.0000,6.5000,0.3741153387989629,0.3775187002898625,0.018875,0.02325,1,SUCCESS
402,16-03-2022 02.05.23,pixel-burn4,1,50.0000,6.3750,0.3775187002898625,0.9995829598645554,0.02325,-0.00409375,1,SUCCESS
403,16-03-2022 02.06.27,none,2,-,-,0.9995829598645554,-,-0.00409375,-,1,SUCCESS
404,16-03-2022 04.03.01,pixel-burn4,0,50.0000,6.5000,0.7221242740778656,0.1404322560913447,0.0109625,0.01910625,-1,SUCCESS
405,16-03-2022 04.04.06,none,1,-,-,0.1404322560913447,-,0.01910625,-,-1,SUCCESS
406,16-03-2022 01.19.17,pixel-burn4,0,50.0000,6.5000,0.7938036013797904,0.5131370162436354,0.0125375,0.0192375,-1,FAILED
407,16-03-2022 01.20.19,pixel-burn4,1,50.0000,6.3750,0.5131370162436354,0.2877588188945866,0.0192375,0.03226875,-1,FAILED
408,16-03-2022 01.21.23,shining-moon3,2,40.0000,6.5000,0.2877588188945866,0.5415618933461884,0.03226875,0.04059375,-1,FAILED
409,16-03-2022 01.22.26,pixel-burn4,3,50.0000,6.1250,0.5415618933461884,0.44135010990249673,0.04059375,0.11285625,-1,FAILED
410,16-03-2022 01.23.29,pixel-burn4,4,50.0000,6.0000,0.44135010990249673,0.7963555586407969,0.11285625,0.0996625,-1,FAILED
411,16-03-2022 01.24.33,pixel-burn4,5,50.0000,5.8750,0.7963555586407969,0.6167423407538021,0.0996625,0.2911,-1,FAILED
412,16-03-2022 01.25.36,pixel-burn4,6,50.0000,5.8750,0.6167423407538021,0.7102011459419271,0.2911,0.226625,-1,FAILED
413,16-03-2022 01.26.39,pixel-burn4,7,50.0000,5.8750,0.7102011459419271,0.7416214414929068,0.226625,0.21228125,-1,FAILED
414,16-03-2022 01.27.43,pixel-burn4,8,50.0000,5.8750,0.7416214414929068,0.8345759031913026,0.21228125,0.21701875,-1,FAILED
415,16-03-2022 01.28.46,pixel-burn4,9,50.0000,5.8750,0.8345759031913026,0.8520571113611138,0.21701875,0.1722375,-1,FAILED
416,16-03-2022 01.29.50,pixel-burn4,10,50.0000,5.8750,0.8520571113611138,0.8772413043984265,0.1722375,0.1944625,-1,FAILED
417,16-03-2022 01.30.53,pixel-burn4,11,50.0000,5.8750,0.8772413043984265,0.9498659299585601,0.1944625,0.1539,-1,FAILED
418,16-03-2022 01.31.56,shining-moon3,12,40.0000,6.1250,0.9498659299585601,0.9929335498677977,0.1539,0.06866875,-1,FAILED
419,16-03-2022 01.33.00,pixel-burn4,13,50.0000,5.8750,0.9929335498677977,0.9999937694315852,0.06866875,-0.0031125,-1,FAILED
420,16-03-2022 01.34.05,pixel-burn4,14,50.0000,5.8750,0.9999937694315852,0.9999937809785009,-0.0031125,-0.004975,-1,FAILED
421,16-03-2022 01.35.10,pixel-burn4,15,50.0000,5.8750,0.9999937809785009,0.999993781171876,-0.004975,-0.00500625,-1,FAILED
422,16-03-2022 01.36.13,shining-moon3,16,40.0000,6.1250,0.999993781171876,0.999993781171876,-0.00500625,-0.00500625,-1,FAILED
423,16-03-2022 01.37.17,pixel-burn4,17,50.0000,5.8750,0.999993781171876,0.9999937803983033,-0.00500625,-0.00488125,-1,FAILED
424,16-03-2022 01.38.20,shining-moon3,18,40.0000,6.1250,0.9999937803983033,0.999993781171876,-0.00488125,-0.00500625,-1,FAILED
425,16-03-2022 01.39.24,shining-moon3,19,40.0000,6.1250,0.999993781171876,0.999993781171876,-0.00500625,-0.00500625,-1,FAILED
426,16-03-2022 01.40.27,shining-moon3,20,40.0000,6.1250,0.999993781171876,0.999993781171876,-0.00500625,-0.00500625,-1,FAILED
427,16-03-2022 01.41.31,shining-moon3,21,40.0000,6.1250,0.999993781171876,0.7938036013797904,-0.00500625,0.0125375,-1,FAILED
428,16-03-2022 01.19.17,pixel-burn4,22,50.0000,6.5000,0.7938036013797904,0.999993781171876,0.0125375,-0.00500625,-1,FAILED
429,16-03-2022 01.43.39,shining-moon3,23,40.0000,6.1250,0.999993781171876,0.999993781171876,-0.00500625,-0.00500625,-1,FAILED
430,16-03-2022 01.44.42,shining-moon3,24,40.0000,6.1250,0.999993781171876,0.999993781171876,-0.00500625,-0.00500625,-1,FAILED
431,16-03-2022 01.45.46,shining-moon3,25,40.0000,6.1250,0.999993781171876,0.999993781171876,-0.00500625,-0.00500625,-1,FAILED
432,16-03-2022 01.46.50,shining-moon3,26,40.0000,6.1250,0.999993781171876,0.999993781171876,-0.00500625,-0.00500625,-1,FAILED
433,16-03-2022 01.47.54,shining-moon3,27,40.0000,6.1250,0.999993781171876,0.999993781171876,-0.00500625,-0.00500625,-1,FAILED
434,16-03-2022 01.48.58,shining-moon3,28,40.0000,6.1250,0.999993781171876,0.999993781171876,-0.00500625,-0.00500625,-1,FAILED
435,16-03-2022 01.50.02,shining-moon3,29,40.0000,6.1250,0.999993781171876,0.999993781171876,-0.00500625,-0.00500625,-1,FAILED
436,16-03-2022 01.51.06,shining-moon3,30,40.0000,6.1250,0.999993781171876,0.999993781171876,-0.00500625,-0.00500625,-1,FAILED
437,16-03-2022 01.52.10,shining-moon3,31,40.0000,6.1250,0.999993781171876,0.999993781171876,-0.00500625,-0.00500625,-1,FAILED
438,16-03-2022 01.53.14,shining-moon3,32,40.0000,6.1250,0.999993781171876,0.999993781171876,-0.00500625,-0.00500625,-1,FAILED
439,16-03-2022 01.54.19,shining-moon3,33,40.0000,6.1250,0.999993781171876,0.999993781171876,-0.00500625,-0.00500625,-1,FAILED
440,16-03-2022 01.55.23,shining-moon3,34,40.0000,6.1250,0.999993781171876,0.999993781171876,-0.00500625,-0.00500625,-1,FAILED
441,16-03-2022 01.56.27,shining-moon3,35,40.0000,6.1250,0.999993781171876,0.999993781171876,-0.00500625,-0.00500625,-1,FAILED
442,16-03-2022 01.57.31,none,36,-,-,0.999993781171876,-,-0.00500625,-,-1,FAILED
443,16-03-2022 02.12.29,pixel-burn4,0,50.0000,6.5000,0.388791370762428,0.8901197012888455,0.06713125,0.0199625,1,SUCCESS
444,16-03-2022 02.13.33,none,1,-,-,0.8901197012888455,-,0.0199625,-,1,SUCCESS
445,16-03-2022 00.36.08,pixel-burn4,0,50.0000,6.5000,0.5805599948858915,0.011858966352758973,0.02231875,-0.00081875,-1,SUCCESS
